device_id,latitude,longitude,accuracy,provider,timestamp_iso,timestamp_raw,received_at,raw_json
ld,17.7196421,75.9186346,50,fused,2025-11-21T06:14:04+00:00,1763705644,2025-11-21T06:19:49.862996+00:00,"{""_type"": ""location"", ""_id"": ""450a21d1"", ""acc"": 50, ""alt"": 409, ""batt"": 61, ""bs"": 1, ""cog"": 0, ""conn"": ""m"", ""created_at"": 1763705644, ""lat"": 17.7196421, ""lon"": 75.9186346, ""m"": 2, ""source"": ""fused"", ""tid"": ""ld"", ""topic"": ""owntracks/user/gold"", ""tst"": 1763705644, ""vac"": 2, ""vel"": 0}"
ld,17.7196427,75.9186389,50,fused,2025-11-21T06:14:05+00:00,1763705645,2025-11-21T06:19:49.883216+00:00,"{""_type"": ""location"", ""_id"": ""7eadcf97"", ""acc"": 50, ""alt"": 409, ""batt"": 61, ""bs"": 1, ""cog"": 0, ""conn"": ""m"", ""created_at"": 1763705645, ""lat"": 17.7196427, ""lon"": 75.9186389, ""m"": 2, ""source"": ""fused"", ""tid"": ""ld"", ""topic"": ""owntracks/user/gold"", ""tst"": 1763705645, ""vac"": 2, ""vel"": 0}"
ld,17.7196436,75.9186443,49,fused,2025-11-21T06:14:06+00:00,1763705646,2025-11-21T06:19:49.901698+00:00,"{""_type"": ""location"", ""_id"": ""229243a0"", ""acc"": 49, ""alt"": 409, ""batt"": 61, ""bs"": 1, ""cog"": 0, ""conn"": ""m"", ""created_at"": 1763705646, ""lat"": 17.7196436, ""lon"": 75.9186443, ""m"": 2, ""source"": ""fused"", ""tid"": ""ld"", ""topic"": ""owntracks/user/gold"", ""tst"": 1763705646, ""vac"": 2, ""vel"": 0}"
ld,17.719642,75.9186534,49,fused,2025-11-21T06:14:08+00:00,1763705648,2025-11-21T06:19:49.928893+00:00,"{""_type"": ""location"", ""_id"": ""92796660"", ""acc"": 49, ""alt"": 410, ""batt"": 61, ""bs"": 1, ""cog"": 0, ""conn"": ""m"", ""created_at"": 1763705648, ""lat"": 17.719642, ""lon"": 75.9186534, ""m"": 2, ""source"": ""fused"", ""tid"": ""ld"", ""topic"": ""owntracks/user/gold"", ""tst"": 1763705648, ""vac"": 7, ""vel"": 0}"
ld,17.7196391,75.9186605,48,fused,2025-11-21T06:14:09+00:00,1763705649,2025-11-21T06:19:49.968855+00:00,"{""_type"": ""location"", ""_id"": ""5829203e"", ""acc"": 48, ""alt"": 410, ""batt"": 61, ""bs"": 1, ""cog"": 90, ""conn"": ""m"", ""created_at"": 1763705649, ""lat"": 17.7196391, ""lon"": 75.9186605, ""m"": 2, ""source"": ""fused"", ""tid"": ""ld"", ""topic"": ""owntracks/user/gold"", ""tst"": 1763705649, ""vac"": 7, ""vel"": 0}"
ld,17.7196376,75.9186644,49,fused,2025-11-21T06:14:10+00:00,1763705650,2025-11-21T06:19:49.996852+00:00,"{""_type"": ""location"", ""_id"": ""9f294d4a"", ""acc"": 49, ""alt"": 410, ""batt"": 61, ""bs"": 1, ""cog"": 90, ""conn"": ""m"", ""created_at"": 1763705650, ""lat"": 17.7196376, ""lon"": 75.9186644, ""m"": 2, ""source"": ""fused"", ""tid"": ""ld"", ""topic"": ""owntracks/user/gold"", ""tst"": 1763705650, ""vac"": 7, ""vel"": 0}"
ld,17.7196366,75.9186693,49,fused,2025-11-21T06:14:12+00:00,1763705652,2025-11-21T06:19:50.014780+00:00,"{""_type"": ""location"", ""_id"": ""04fc86a4"", ""acc"": 49, ""alt"": 410, ""batt"": 61, ""bs"": 1, ""cog"": 350, ""conn"": ""m"", ""created_at"": 1763705652, ""lat"": 17.7196366, ""lon"": 75.9186693, ""m"": 2, ""source"": ""fused"", ""tid"": ""ld"", ""topic"": ""owntracks/user/gold"", ""tst"": 1763705652, ""vac"": 7, ""vel"": 0}"
ld,17.7196369,75.918671,49,fused,2025-11-21T06:14:12+00:00,1763705652,2025-11-21T06:19:50.036415+00:00,"{""_type"": ""location"", ""_id"": ""286f50c6"", ""acc"": 49, ""alt"": 410, ""batt"": 61, ""bs"": 1, ""cog"": 340, ""conn"": ""m"", ""created_at"": 1763705652, ""lat"": 17.7196369, ""lon"": 75.918671, ""m"": 2, ""source"": ""fused"", ""tid"": ""ld"", ""topic"": ""owntracks/user/gold"", ""tst"": 1763705652, ""vac"": 7, ""vel"": 0}"
ld,17.7196377,75.9186719,49,fused,2025-11-21T06:14:14+00:00,1763705654,2025-11-21T06:19:50.061762+00:00,"{""_type"": ""location"", ""_id"": ""bc8bc7c2"", ""acc"": 49, ""alt"": 410, ""batt"": 61, ""bs"": 1, ""cog"": 331, ""conn"": ""m"", ""created_at"": 1763705654, ""lat"": 17.7196377, ""lon"": 75.9186719, ""m"": 2, ""source"": ""fused"", ""tid"": ""ld"", ""topic"": ""owntracks/user/gold"", ""tst"": 1763705654, ""vac"": 7, ""vel"": 0}"
ld,17.7196377,75.9186719,49,p,2025-11-21T06:14:14+00:00,1763705654,2025-11-21T06:19:50.080948+00:00,"{""_type"": ""location"", ""_id"": ""c206102d"", ""acc"": 49, ""alt"": 410, ""batt"": 61, ""bs"": 1, ""cog"": 331, ""conn"": ""m"", ""created_at"": 1763705655, ""lat"": 17.7196377, ""lon"": 75.9186719, ""m"": 2, ""source"": ""fused"", ""t"": ""p"", ""tid"": ""ld"", ""topic"": ""owntracks/user/gold"", ""tst"": 1763705654, ""vac"": 7, ""vel"": 0}"
